type,n,k,q,s,Average visited nodes,Variance
standard,50,5,30,5,5.76667,1.04556
standard,50,5,35,1,33.2,74.96
standard,50,5,35,2,22.1143,54.5584
standard,50,5,35,3,15.8857,24.6727
standard,50,5,35,4,9.54286,9.73388
standard,50,5,35,5,7.14286,5.15102
standard,50,5,50,1,33.38,50.7956
standard,50,5,50,2,21.86,32.4404
standard,50,5,50,3,14.3,22.13
standard,50,5,50,4,10.96,9.2384
standard,50,5,50,5,7.36,5.4304
standard,50,5,100,1,32.1,80.61
standard,50,5,100,2,21.42,53.6636
standard,50,5,100,3,13.7,26.35
standard,50,5,100,4,9.54,8.0884
standard,50,5,100,5,7.58,7.2636
standard,50,5,200,1,35.1,80.51
standard,50,5,200,2,22.97,49.9991
standard,50,5,200,3,15.07,39.1451
standard,50,5,200,4,9.255,6.27998
standard,50,5,200,5,7.115,5.72178
standard,50,7,10,1,37.5,84.85
standard,50,7,10,2,29.5,38.05
standard,50,7,10,3,20.7,62.41
standard,50,7,10,4,14.9,38.09
standard,50,7,10,5,11.9,16.49
standard,50,7,15,1,37.2,66.16
standard,50,7,15,2,25.9333,45.2622
standard,50,7,15,3,24,36.2667
standard,50,7,15,4,18.5333,21.9822
standard,50,7,15,5,13.6,20.3733
standard,50,7,20,1,39.55,44.7475
standard,50,7,20,2,29.65,48.8275
standard,50,7,20,3,21.05,54.7475
standard,50,7,20,4,13.6,41.04
standard,50,7,20,5,11.75,20.5875
standard,50,7,25,1,37.92,54.8736
standard,50,7,25,2,27.64,98.3904
standard,50,7,25,3,23.28,57.3216
standard,50,7,25,4,17.28,33.4016
standard,50,7,25,5,12.36,30.3104
standard,50,7,30,1,37.6333,112.166
standard,50,7,30,2,31.9333,76.3289
standard,50,7,30,3,20.8333,73.5389
standard,50,7,30,4,15.8333,39.7389
standard,50,7,30,5,12.0333,24.4322
standard,50,7,35,1,38.2571,117.905
standard,50,7,35,2,29.2571,93.0482
standard,50,7,35,3,21.0857,63.2212
standard,50,7,35,4,14.9143,22.7069
standard,50,7,35,5,12.1143,13.3012
standard,50,7,50,1,37.64,55.1104
standard,50,7,50,2,24.92,124.474
standard,50,7,50,3,22.4,39.76
standard,50,7,50,4,18.66,37.1044
standard,50,7,50,5,11.24,16.3424
standard,50,7,100,1,37.74,62.9924
standard,50,7,100,2,27.16,85.8944
standard,50,7,100,3,25.03,76.0091
standard,50,7,100,4,15.99,41.6299
standard,50,7,100,5,12.86,12.8804
standard,50,7,200,1,38.05,45.8875
standard,50,7,200,2,27.325,87.6794
standard,50,7,200,3,24.19,62.4739
standard,50,7,200,4,16.09,44.6919
standard,50,7,200,5,11.595,28.271
standard,50,10,10,1,40.7,104.01
standard,50,10,10,2,35.4,120.24
standard,50,10,10,3,25.7,106.21
standard,50,10,10,4,23.4,87.64
standard,50,10,10,5,17.7,31.61
standard,50,10,15,1,37.8667,83.5822
standard,50,10,15,2,33.6,106.773
standard,50,10,15,3,32.2667,140.062
standard,50,10,15,4,25.0667,68.5956
standard,50,10,15,5,19.5333,52.3822
standard,50,10,20,1,42.9,30.89
standard,50,10,20,2,28.8,143.86
standard,50,10,20,3,30.35,76.4275
standard,50,10,20,4,24.4,137.14
standard,50,10,20,5,19.65,47.5275
standard,50,10,25,1,39.4,68
standard,50,10,25,2,32.76,89.4624
standard,50,10,25,3,29.08,71.1136
standard,50,10,25,4,22.68,90.6176
standard,50,10,25,5,16.44,37.5264
standard,50,10,30,1,38.3333,105.889
standard,50,10,30,2,33.0333,94.8322
standard,50,10,30,3,29.9333,86.2622
standard,50,10,30,4,23.2,59.4933
standard,50,10,30,5,18.2,54.8267
standard,50,10,35,1,39.0857,140.136
standard,50,10,35,2,36.0286,79.2849
standard,50,10,35,3,29.7143,102.661
standard,50,10,35,4,20.3143,74.9584
standard,50,10,35,5,17.9714,56.2563
standard,50,10,50,1,42.8,45.64
standard,50,10,50,2,37.16,69.4144
standard,50,10,50,3,30.18,77.2276
standard,50,10,50,4,24.54,88.4084
standard,50,10,50,5,18.44,65.9264
standard,50,10,100,1,40.95,79.0075
standard,50,10,100,2,34.08,80.9736
standard,50,10,100,3,29.35,89.4075
standard,50,10,100,4,23.91,81.6219
standard,50,10,100,5,19.1,58.63
standard,50,10,200,1,41.965,70.4538
standard,50,10,200,2,34.605,105.339
standard,50,10,200,3,30.025,68.5544
standard,50,10,200,4,24.585,73.9828
standard,50,10,200,5,19.08,67.2836
standard,50,15,10,1,46.9,15.29
standard,50,15,10,2,31.4,65.24
standard,50,15,10,3,30.9,109.29
standard,50,15,10,4,33.7,43.01
standard,50,15,10,5,24.8,79.76
standard,50,15,15,1,43.3333,37.2889
standard,50,15,15,2,38.2,61.36
standard,50,15,15,3,35.1333,156.249
standard,50,15,15,4,26.4,165.307
standard,50,15,15,5,26.4,68.3733
standard,50,15,20,1,43.6,106.04
standard,50,15,20,2,35.35,124.927
standard,50,15,20,3,33.6,103.64
standard,50,15,20,4,33.6,143.44
standard,50,15,20,5,26.2,58.46
standard,50,15,25,1,39.52,135.29
standard,50,15,25,2,43.08,87.5136
standard,50,15,25,3,32.12,130.426
standard,50,15,25,4,26.32,178.218
standard,50,15,25,5,25.52,101.13
standard,50,15,30,1,46.6333,43.1656
standard,50,15,30,2,39.7667,81.1122
standard,50,15,30,3,33.2,161.293
standard,50,15,30,4,25.8333,133.006
standard,50,15,30,5,22.7667,136.512
standard,50,15,35,1,42.6,89.84
standard,50,15,35,2,37.8571,114.294
standard,50,15,35,3,37.0857,90.9355
standard,50,15,35,4,29.5429,97.4482
standard,50,15,35,5,25.0857,109.393
standard,50,15,50,1,44.36,54.1904
standard,50,15,50,2,37.84,118.054
standard,50,15,50,3,35,129.16
standard,50,15,50,4,29.82,115.268
standard,50,15,50,5,24.32,73.8576
standard,50,15,100,1,44.1,64.87
standard,50,15,100,2,40.79,86.6859
standard,50,15,100,3,34.39,136.338
standard,50,15,100,4,28.95,111.868
standard,50,15,100,5,26.15,79.0875
standard,50,15,200,1,43.42,83.1236
standard,50,15,200,2,39.255,109.34
standard,50,15,200,3,33.92,139.334
standard,50,15,200,4,28.455,113.328
standard,50,15,200,5,28.28,112.382
standard,50,20,10,1,47.3,35.61
standard,50,20,10,2,40.3,95.41
standard,50,20,10,3,35.8,129.76
standard,50,20,10,4,28.9,83.69
standard,50,20,10,5,35.8,103.36
standard,50,20,15,1,42.8,90.0267
standard,50,20,15,2,40.2667,166.196
standard,50,20,15,3,37.4667,74.2489
standard,50,20,15,4,31.3333,126.356
standard,50,20,15,5,26.8,138.293
standard,50,20,20,1,43.5,108.25
standard,50,20,20,2,45.6,39.24
standard,50,20,20,3,34.75,163.988
standard,50,20,20,4,40,93.9
standard,50,20,20,5,32.1,94.19
standard,50,20,25,1,44.76,69.3024
standard,50,20,25,2,43.08,68.9536
standard,50,20,25,3,38.88,81.7056
standard,50,20,25,4,35.84,73.0944
standard,50,20,25,5,29.48,181.45
standard,50,20,30,1,46.7,21.8767
standard,50,20,30,2,42.4667,75.5822
standard,50,20,30,3,34.8667,113.449
standard,50,20,30,4,36.9667,125.766
standard,50,20,30,5,32.9667,92.6989
standard,50,20,35,1,47,26.8
standard,50,20,35,2,42.2286,69.9478
standard,50,20,35,3,36.7143,142.89
standard,50,20,35,4,32.9143,87.3927
standard,50,20,35,5,32.0571,142.397
standard,50,20,50,1,44.74,68.8324
standard,50,20,50,2,39.98,109.18
standard,50,20,50,3,40.2,111.32
standard,50,20,50,4,37.84,86.9344
standard,50,20,50,5,33.28,99.6416
standard,50,20,100,1,46.45,36.1075
standard,50,20,100,2,42.78,99.9116
standard,50,20,100,3,38.46,86.4084
standard,50,20,100,4,34.67,136.461
standard,50,20,100,5,29.86,134.24
standard,50,20,200,1,45.48,58.3996
standard,50,20,200,2,41.525,79.4394
standard,50,20,200,3,36.385,118.947
standard,50,20,200,4,33.965,130.674
standard,50,20,200,5,33.21,110.186
standard,50,25,10,1,49.4,3.24
standard,50,25,10,2,42.9,17.29
standard,50,25,10,3,40.4,51.24
standard,50,25,10,4,37.4,76.64
standard,50,25,10,5,35,56.8
standard,50,25,15,1,46.5333,26.2489
standard,50,25,15,2,43.9333,54.7289
standard,50,25,15,3,39.8,105.227
standard,50,25,15,4,36.6667,110.889
standard,50,25,15,5,34.7333,113.929
standard,50,25,20,1,46.85,31.4275
standard,50,25,20,2,44.65,85.8275
standard,50,25,20,3,42.95,108.248
standard,50,25,20,4,38.4,121.54
standard,50,25,20,5,37.7,111.31
standard,50,25,25,1,45.36,105.27
standard,50,25,25,2,41.92,108.154
standard,50,25,25,3,35.92,159.274
standard,50,25,25,4,35.2,147.76
standard,50,25,25,5,35.8,111.44
standard,50,25,30,1,47.3667,25.3656
standard,50,25,30,2,40.8667,130.382
standard,50,25,30,3,42.8333,49.8056
standard,50,25,30,4,35.3333,129.356
standard,50,25,30,5,33.4333,79.6456
standard,50,25,35,1,47.6,35.6686
standard,50,25,35,2,44.7429,65.1624
standard,50,25,35,3,39.1143,142.844
standard,50,25,35,4,37.9714,87.6278
standard,50,25,35,5,32.7429,138.305
standard,50,25,50,1,47.46,15.0884
standard,50,25,50,2,43.48,66.7696
standard,50,25,50,3,38.58,130.964
standard,50,25,50,4,37.56,147.166
standard,50,25,50,5,36.88,70.8256
standard,50,25,100,1,46.78,45.4716
standard,50,25,100,2,42,91.82
standard,50,25,100,3,38.68,110.638
standard,50,25,100,4,37.29,150.606
standard,50,25,100,5,36.67,104.841
standard,50,25,200,1,46.325,64.4394
standard,50,25,200,2,44.31,58.4939
standard,50,25,200,3,39.665,109.803
standard,50,25,200,4,37.59,124.312
standard,50,25,200,5,34.115,138.812
standard,100,2,10,1,29.9,90.69
standard,100,2,10,2,8.1,5.29
standard,100,2,15,1,29.1333,81.7156
standard,100,2,15,2,7.93333,6.46222
standard,100,2,20,1,26.5,158.55
standard,100,2,20,2,7.8,6.26
standard,100,2,25,1,20.84,39.0144
standard,100,2,25,2,8.2,8.64
standard,100,2,30,1,33.8333,94.8056
standard,100,2,30,2,7.73333,4.12889
standard,100,2,35,1,27,55.7143
standard,100,2,35,2,8.94286,2.45388
standard,100,2,50,1,27.72,94.8416
standard,100,2,50,2,8.94,7.9764
standard,100,2,100,1,29.57,110.025
standard,100,2,100,2,9.18,5.9876
standard,100,2,200,1,28.96,61.4284
standard,100,2,200,2,7.59,4.7519
standard,100,3,10,1,42.7,301.01
standard,100,3,10,2,17.1,34.09
standard,100,3,10,3,8.3,1.81
standard,100,3,15,1,39.8,67.6267
standard,100,3,15,2,17.4667,21.5822
standard,100,3,15,3,7.8,2.56
standard,100,3,20,1,43.1,109.39
standard,100,3,20,2,23.7,39.91
standard,100,3,20,3,8.25,5.7875
standard,100,3,25,1,42.16,113.414
standard,100,3,25,2,18.52,35.4496
standard,100,3,25,3,7.76,5.1424
standard,100,3,30,1,44.7667,177.846
standard,100,3,30,2,20.7667,26.7789
standard,100,3,30,3,7.86667,5.58222
standard,100,3,35,1,44.1429,210.522
standard,100,3,35,2,21.1143,31.4727
standard,100,3,35,3,8.91429,9.0498
standard,100,3,50,1,41.46,169.808
standard,100,3,50,2,18.5,46.01
standard,100,3,50,3,8.5,7.21
standard,100,3,100,1,43.72,147.682
standard,100,3,100,2,20.74,63.5924
standard,100,3,100,3,8.29,6.4059
standard,100,3,200,1,46.12,232.606
standard,100,3,200,2,18.2,39.11
standard,100,3,200,3,9.545,7.91797
standard,100,5,10,1,60.9,159.09
standard,100,5,10,2,32,188.2
standard,100,5,10,3,20.5,66.85
standard,100,5,10,4,11.9,21.09
standard,100,5,10,5,7.3,6.21
standard,100,5,15,1,60.3333,223.956
standard,100,5,15,2,42.9333,124.329
standard,100,5,15,3,24.9333,100.862
standard,100,5,15,4,14.2,18.16
standard,100,5,15,5,9.8,2.42667
standard,100,5,20,1,57.6,263.34
standard,100,5,20,2,38.1,153.49
standard,100,5,20,3,17.9,29.39
standard,100,5,20,4,14.05,13.2475
standard,100,5,20,5,8.4,7.04
standard,100,5,25,1,63.12,169.306
standard,100,5,25,2,35.36,171.27
standard,100,5,25,3,21.48,75.2896
standard,100,5,25,4,13.24,26.7424
standard,100,5,25,5,8.44,4.0864
standard,100,5,30,1,54.8667,299.849
standard,100,5,30,2,33.9,139.69
standard,100,5,30,3,20.9667,59.0989
standard,100,5,30,4,12.4333,22.3789
standard,100,5,30,5,8.53333,5.84889
standard,100,5,35,1,61.5429,160.534
standard,100,5,35,2,36.1143,109.473
standard,100,5,35,3,24.6857,80.7298
standard,100,5,35,4,13.9143,15.5069
standard,100,5,35,5,8.14286,4.92245
standard,100,5,50,1,58.02,263.06
standard,100,5,50,2,31.1,113.73
standard,100,5,50,3,21.28,40.4816
standard,100,5,50,4,13.78,15.1316
standard,100,5,50,5,7.88,4.4656
standard,100,5,100,1,62.97,295.069
standard,100,5,100,2,35.39,94.3179
standard,100,5,100,3,22.01,57.9499
standard,100,5,100,4,14.77,21.2771
standard,100,5,100,5,7.19,1.8539
standard,100,5,200,1,62.81,347.904
standard,100,5,200,2,36.445,210.887
standard,100,5,200,3,20.63,34.8031
standard,100,5,200,4,15.08,38.1736
standard,100,5,200,5,8.675,6.62938
standard,100,7,10,1,59.7,443.21
standard,100,7,10,2,42.2,95.36
standard,100,7,10,3,31.8,48.56
standard,100,7,10,4,22.2,118.96
standard,100,7,10,5,21.3,62.61
standard,100,7,15,1,72.3333,156.489
standard,100,7,15,2,48.4667,193.182
standard,100,7,15,3,31.6,132.64
standard,100,7,15,4,22.3333,144.756
standard,100,7,15,5,15,32.1333
standard,100,7,20,1,67.9,319.29
standard,100,7,20,2,54.1,234.09
standard,100,7,20,3,32.95,232.248
standard,100,7,20,4,19.55,42.9475
standard,100,7,20,5,15.1,37.19
standard,100,7,25,1,75.72,391.002
standard,100,7,25,2,50.08,252.474
standard,100,7,25,3,35.16,150.294
standard,100,7,25,4,22.52,24.8896
standard,100,7,25,5,18.44,33.2864
standard,100,7,30,1,64.9667,379.766
standard,100,7,30,2,53.5667,173.979
standard,100,7,30,3,32.5667,115.912
standard,100,7,30,4,23.6,74.9733
standard,100,7,30,5,16.5333,39.3156
standard,100,7,35,1,71.9429,258.397
standard,100,7,35,2,48.8857,201.016
standard,100,7,35,3,36.6857,165.073
standard,100,7,35,4,25.1714,84.542
standard,100,7,35,5,17.8286,49.4563
standard,100,7,50,1,68.1,215.69
standard,100,7,50,2,50.94,221.256
standard,100,7,50,3,38.14,131.12
standard,100,7,50,4,24.72,68.9616
standard,100,7,50,5,18.78,27.9716
standard,100,7,100,1,71.93,224.305
standard,100,7,100,2,47.69,247.694
standard,100,7,100,3,35.46,168.048
standard,100,7,100,4,23.44,63.3064
standard,100,7,100,5,14.78,25.6316
standard,100,7,200,1,69.205,211.503
standard,100,7,200,2,50.685,287.016
standard,100,7,200,3,34.39,124.938
standard,100,7,200,4,22.805,56.197
standard,100,7,200,5,16.72,46.7316
standard,100,10,10,1,81.3,219.01
standard,100,10,10,2,43.7,564.01
standard,100,10,10,3,47.8,212.36
standard,100,10,10,4,32.1,192.09
standard,100,10,10,5,41.4,297.84
standard,100,10,15,1,75.8667,202.782
standard,100,10,15,2,59.1333,571.982
standard,100,10,15,3,55.2667,55.7956
standard,100,10,15,4,37.0667,279.396
standard,100,10,15,5,29.4667,189.716
standard,100,10,20,1,82.65,193.127
standard,100,10,20,2,59.5,263.45
standard,100,10,20,3,48.2,249.06
standard,100,10,20,4,37.1,113.49
standard,100,10,20,5,26.15,99.1275
standard,100,10,25,1,77.24,371.542
standard,100,10,25,2,59.84,356.854
standard,100,10,25,3,56.24,162.822
standard,100,10,25,4,41.56,103.526
standard,100,10,25,5,31.12,214.026
standard,100,10,30,1,82.0333,163.099
standard,100,10,30,2,61.3333,331.489
standard,100,10,30,3,50.5,280.917
standard,100,10,30,4,36.8667,208.916
standard,100,10,30,5,27.2333,105.112
standard,100,10,35,1,82.5143,138.307
standard,100,10,35,2,59.3714,479.605
standard,100,10,35,3,51.2571,222.477
standard,100,10,35,4,37.6857,167.358
standard,100,10,35,5,32.9714,138.256
standard,100,10,50,1,77.78,293.332
standard,100,10,50,2,59.08,314.394
standard,100,10,50,3,49.7,208.53
standard,100,10,50,4,42.46,164.448
standard,100,10,50,5,28.26,183.152
standard,100,10,100,1,77.32,248.358
standard,100,10,100,2,60.01,358.31
standard,100,10,100,3,47.81,347.134
standard,100,10,100,4,37.42,156.744
standard,100,10,100,5,30.62,134.176
standard,100,10,200,1,79.46,280.998
standard,100,10,200,2,62.475,299.059
standard,100,10,200,3,46.53,284.109
standard,100,10,200,4,39.075,167.399
standard,100,10,200,5,28.935,129.151
standard,100,15,10,1,90.5,109.05
standard,100,15,10,2,72.9,860.09
standard,100,15,10,3,51.9,200.29
standard,100,15,10,4,69,298
standard,100,15,10,5,35.6,296.64
standard,100,15,15,1,86.6667,475.556
standard,100,15,15,2,75.0667,150.596
standard,100,15,15,3,67.1333,263.182
standard,100,15,15,4,48.3333,403.822
standard,100,15,15,5,40.5333,467.849
standard,100,15,20,1,85.5,194.55
standard,100,15,20,2,69.85,318.227
standard,100,15,20,3,64.85,610.227
standard,100,15,20,4,54.85,381.127
standard,100,15,20,5,43.85,406.828
standard,100,15,25,1,85.68,166.298
standard,100,15,25,2,76.08,326.314
standard,100,15,25,3,60.48,373.93
standard,100,15,25,4,55.4,331.6
standard,100,15,25,5,47.6,313.2
standard,100,15,30,1,76.7333,704.329
standard,100,15,30,2,70.7333,465.129
standard,100,15,30,3,55.8,509.027
standard,100,15,30,4,53.7333,227.396
standard,100,15,30,5,45.5333,189.982
standard,100,15,35,1,86.7429,336.991
standard,100,15,35,2,71.3143,477.016
standard,100,15,35,3,65.5143,394.478
standard,100,15,35,4,51.5714,322.759
standard,100,15,35,5,44.9429,262.511
standard,100,15,50,1,86.52,233.77
standard,100,15,50,2,76.48,286.73
standard,100,15,50,3,60.84,496.494
standard,100,15,50,4,48.78,378.052
standard,100,15,50,5,47.36,318.23
standard,100,15,100,1,84.61,352.098
standard,100,15,100,2,73.37,483.933
standard,100,15,100,3,60.47,550.609
standard,100,15,100,4,51.99,347.41
standard,100,15,100,5,44.64,238.39
standard,100,15,200,1,86.59,261.032
standard,100,15,200,2,75.26,362.302
standard,100,15,200,3,62.93,404.845
standard,100,15,200,4,48.76,396.622
standard,100,15,200,5,45.605,356.939
standard,100,20,10,1,90.5,84.65
standard,100,20,10,2,80.2,236.76
standard,100,20,10,3,67.9,458.09
standard,100,20,10,4,50.6,197.44
standard,100,20,10,5,60.2,760.76
standard,100,20,15,1,90.8667,80.3822
standard,100,20,15,2,74.2667,400.462
standard,100,20,15,3,68.8667,569.582
standard,100,20,15,4,64.6667,590.356
standard,100,20,15,5,63,261.733
standard,100,20,20,1,88.9,205.89
standard,100,20,20,2,82.9,330.49
standard,100,20,20,3,70.1,428.29
standard,100,20,20,4,70.05,434.147
standard,100,20,20,5,48.25,327.587
standard,100,20,25,1,95.2,61.2
standard,100,20,25,2,77.04,241.718
standard,100,20,25,3,65.36,462.87
standard,100,20,25,4,66.88,403.866
standard,100,20,25,5,62.04,636.598
standard,100,20,30,1,88.2333,440.779
standard,100,20,30,2,73.8667,411.516
standard,100,20,30,3,65.2333,509.246
standard,100,20,30,4,64.3333,321.289
standard,100,20,30,5,50.0667,445.396
standard,100,20,35,1,87.9714,277.685
standard,100,20,35,2,85.6286,307.891
standard,100,20,35,3,72.9429,329.082
standard,100,20,35,4,68.0286,343.742
standard,100,20,35,5,51.6,397.383
standard,100,20,50,1,88.98,240.06
standard,100,20,50,2,77.92,279.274
standard,100,20,50,3,68.96,357.518
standard,100,20,50,4,68.12,413.586
standard,100,20,50,5,54.22,666.532
standard,100,20,100,1,88.65,273.207
standard,100,20,100,2,75.41,448.942
standard,100,20,100,3,72.35,378.067
standard,100,20,100,4,59.76,572.842
standard,100,20,100,5,57.46,358.888
standard,100,20,200,1,89.01,285.57
standard,100,20,200,2,80.415,345.713
standard,100,20,200,3,70.835,570.508
standard,100,20,200,4,62.91,472.892
standard,100,20,200,5,56.805,470.767
standard,100,25,10,1,93.8,75.16
standard,100,25,10,2,89.6,198.24
standard,100,25,10,3,78.7,147.01
standard,100,25,10,4,70.7,465.61
standard,100,25,10,5,64.9,448.89
standard,100,25,15,1,93.2667,94.9956
standard,100,25,15,2,81.2,410.027
standard,100,25,15,3,86.6667,263.689
standard,100,25,15,4,67.2,771.093
standard,100,25,15,5,59.8,770.027
standard,100,25,20,1,96.3,71.71
standard,100,25,20,2,88.15,368.827
standard,100,25,20,3,77.8,434.76
standard,100,25,20,4,71.8,358.36
standard,100,25,20,5,62.5,655.45
standard,100,25,25,1,91.72,219.802
standard,100,25,25,2,80.76,394.902
standard,100,25,25,3,84.08,331.914
standard,100,25,25,4,67,535.44
standard,100,25,25,5,62.08,525.834
standard,100,25,30,1,92.3333,133.489
standard,100,25,30,2,78,636.667
standard,100,25,30,3,76.5333,375.649
standard,100,25,30,4,64.7667,555.446
standard,100,25,30,5,61.9,637.023
standard,100,25,35,1,94.9143,126.25
standard,100,25,35,2,87.0571,217.711
standard,100,25,35,3,76.2857,585.69
standard,100,25,35,4,64.8571,535.265
standard,100,25,35,5,60.2857,772.033
standard,100,25,50,1,91.2,269.12
standard,100,25,50,2,84.58,235.604
standard,100,25,50,3,74.64,470.03
standard,100,25,50,4,65.9,361.37
standard,100,25,50,5,66.64,494.35
standard,100,25,100,1,91.19,264.594
standard,100,25,100,2,83.18,429.988
standard,100,25,100,3,77.51,487.49
standard,100,25,100,4,72.3,335.67
standard,100,25,100,5,62.97,552.869
standard,100,25,200,1,93.66,120.084
standard,100,25,200,2,84.15,340.517
standard,100,25,200,3,75.785,413.259
standard,100,25,200,4,70.02,433.34
standard,100,25,200,5,61.945,417.732
standard,200,2,10,1,45.1,358.49
standard,200,2,10,2,9.2,4.56
standard,200,2,15,1,46.6667,456.622
standard,200,2,15,2,11.7333,7.79556
standard,200,2,20,1,40.95,185.647
standard,200,2,20,2,9.8,7.06
standard,200,2,25,1,43.68,68.3776
standard,200,2,25,2,10.4,5.12
standard,200,2,30,1,37.9,148.623
standard,200,2,30,2,9.76667,4.51222
standard,200,2,35,1,41.0571,267.711
standard,200,2,35,2,9.11429,4.78694
standard,200,2,50,1,44.58,421.804
standard,200,2,50,2,9.3,8.37
standard,200,2,100,1,43.43,123.565
standard,200,2,100,2,10.64,11.5304
standard,200,2,200,1,41.93,167.405
standard,200,2,200,2,9.915,6.77777
standard,200,3,10,1,66.6,242.24
standard,200,3,10,2,28.2,50.56
standard,200,3,10,3,8.7,2.81
standard,200,3,15,1,73.4,411.173
standard,200,3,15,2,21.8667,56.5156
standard,200,3,15,3,9.2,5.76
standard,200,3,20,1,71.7,543.31
standard,200,3,20,2,26.95,90.9475
standard,200,3,20,3,8.95,7.0475
standard,200,3,25,1,61.88,591.386
standard,200,3,25,2,22.16,34.7744
standard,200,3,25,3,10.04,8.4384
standard,200,3,30,1,63.2667,300.596
standard,200,3,30,2,26.6333,71.8322
standard,200,3,30,3,10.0333,7.76556
standard,200,3,35,1,79.6571,645.54
standard,200,3,35,2,22.2,55.8171
standard,200,3,35,3,10.0857,6.99265
standard,200,3,50,1,71.32,459.098
standard,200,3,50,2,26.04,54.2784
standard,200,3,50,3,9.68,8.0576
standard,200,3,100,1,65.17,339.861
standard,200,3,100,2,23.68,50.9976
standard,200,3,100,3,10,5.6
standard,200,3,200,1,71.02,451.05
standard,200,3,200,2,28.355,113.199
standard,200,3,200,3,9.225,4.98437
standard,200,5,10,1,116.9,703.49
standard,200,5,10,2,54.7,285.21
standard,200,5,10,3,31,100.8
standard,200,5,10,4,15,38.6
standard,200,5,10,5,7.7,1.61
standard,200,5,15,1,113.667,607.156
standard,200,5,15,2,61.4667,272.782
standard,200,5,15,3,31.6,174.907
standard,200,5,15,4,16.3333,23.4222
standard,200,5,15,5,10.6,8.64
standard,200,5,20,1,101.9,938.89
standard,200,5,20,2,48.45,172.547
standard,200,5,20,3,36.85,160.527
standard,200,5,20,4,20.75,55.6875
standard,200,5,20,5,9.9,8.79
standard,200,5,25,1,104.8,1030.32
standard,200,5,25,2,48.64,281.75
standard,200,5,25,3,31.08,177.994
standard,200,5,25,4,15.76,23.7824
standard,200,5,25,5,9.36,6.5504
standard,200,5,30,1,108.867,414.049
standard,200,5,30,2,53.3667,367.499
standard,200,5,30,3,33.0333,108.099
standard,200,5,30,4,17.0667,27.0622
standard,200,5,30,5,10.3333,3.82222
standard,200,5,35,1,98.3429,773.311
standard,200,5,35,2,54.6,276.411
standard,200,5,35,3,29.3143,131.644
standard,200,5,35,4,19.0286,54.5992
standard,200,5,35,5,9.51429,5.4498
standard,200,5,50,1,112.8,1046.36
standard,200,5,50,2,55.98,384.14
standard,200,5,50,3,29.58,140.564
standard,200,5,50,4,17.82,27.1476
standard,200,5,50,5,11.62,10.5956
standard,200,5,100,1,99.7,817.33
standard,200,5,100,2,63.71,518.386
standard,200,5,100,3,32.15,96.6875
standard,200,5,100,4,15.99,27.9499
standard,200,5,100,5,10.08,7.8536
standard,200,5,200,1,104.5,758.25
standard,200,5,200,2,61.095,372.066
standard,200,5,200,3,28.22,93.2216
standard,200,5,200,4,16.42,34.7036
standard,200,5,200,5,9.945,6.39198
standard,200,7,10,1,139.7,378.41
standard,200,7,10,2,68.9,700.89
standard,200,7,10,3,46.4,359.04
